training_step, return
4004606,3.0
4004842,3.0
4005753,7.0
4005999,3.0
4006413,3.0
4006528,3.0
4006628,3.0
4006870,3.0
4007164,9.0
4007257,7.0
4007812,7.0
4008059,7.0
4008408,7.0
4008486,4.0
4008598,7.0
4008684,7.0
4008865,1.0
4008933,7.0
4009218,7.0
4010061,3.0
4010116,7.0
4010316,2.0
4010473,7.0
4010554,7.0
4010619,3.0
4010739,7.0
4010885,3.0
4011735,3.0
4011889,7.0
4012010,3.0
4012115,7.0
4012170,7.0
4012375,7.0
4012465,2.0
4012607,7.0
4013286,3.0
4013908,3.0
4014170,7.0
4014636,3.0
4014772,9.0
4015015,5.0
4015342,7.0
4015497,11.0
4015522,6.0
4015894,3.0
4015966,7.0
4016132,3.0
4016254,11.0
4016719,11.0
4017445,5.0
4017523,3.0
4017580,7.0
4017890,2.0
4018025,7.0
4018194,7.0
4018326,4.0
4018774,7.0
4019566,3.0
4019642,7.0
4019944,7.0
4020088,7.0
4020257,7.0
4020381,7.0
4020416,4.0
4020797,7.0
4020842,7.0
4021622,7.0
4022006,7.0
4022153,7.0
4022315,7.0
4022405,3.0
4022601,7.0
4022821,3.0
4022896,7.0
4023708,11.0
4024084,11.0
4024214,7.0
4024340,3.0
4024425,3.0
4024626,3.0
4024900,11.0
4024972,11.0
4025513,2.0
4025793,11.0
4026089,3.0
4026109,3.0
4026236,3.0
4026365,3.0
4026703,11.0
4026918,3.0
4027225,3.0
4027582,7.0
4027821,3.0
4028308,7.0
4028433,4.0
4028756,7.0
4028974,7.0
4029090,5.0
4029245,3.0
4029427,3.0
4029618,3.0
4029901,11.0
4030487,7.0
4030822,4.0
4031036,7.0
4031151,7.0
4031303,7.0
4031448,3.0
4031705,11.0
4031956,7.0
4032544,7.0
4032878,7.0
4033093,7.0
4033211,4.0
4033360,7.0
4033508,7.0
4033698,7.0
4033735,3.0
4034009,7.0
4034940,7.0
4035179,11.0
4035279,7.0
4035389,3.0
4035529,3.0
4035720,3.0
4035805,7.0
4036035,3.0
4036661,3.0
4036966,3.0
4037154,3.0
4037259,11.0
4037340,7.0
4037468,11.0
4037756,3.0
4037860,7.0
4038457,3.0
4038979,3.0
4038994,3.0
4039548,11.0
4039646,11.0
4039811,7.0
4040245,7.0
4040297,9.0
4040521,7.0
4041035,7.0
4041060,7.0
4041415,3.0
4041576,3.0
4041700,7.0
4041835,3.0
4042322,11.0
4042579,7.0
4042729,7.0
4042854,7.0
4043097,7.0
4043122,7.0
4043479,7.0
4043936,5.0
4044392,7.0
4044635,7.0
4044785,7.0
4044910,7.0
4045125,3.0
4045531,7.0
4045988,7.0
4046219,7.0
4046449,7.0
4046657,3.0
4046936,3.0
4047156,3.0
4047341,3.0
4047609,11.0
4048042,7.0
4048471,3.0
4048717,7.0
4048822,11.0
4049001,7.0
4049215,7.0
4049397,7.0
4049630,3.0
4049944,3.0
4050095,4.0
4050555,11.0
4050736,3.0
4051078,11.0
4051279,7.0
4051450,7.0
4051685,7.0
4051832,2.0
4052002,7.0
4052402,3.0
4052637,11.0
4053099,3.0
4053181,7.0
4053714,3.0
4053914,11.0
4054058,7.0
4054455,7.0
4054539,7.0
4055155,7.0
4055262,11.0
4055733,7.0
4055769,7.0
4055935,3.0
4056119,7.0
4056509,7.0
4056596,7.0
4057237,11.0
4057350,11.0
4057788,7.0
4057845,11.0
4057985,4.0
4058186,7.0
4058444,2.0
4058567,7.0
4058650,7.0
4059103,3.0
4059326,11.0
4059808,3.0
4059900,7.0
4060498,7.0
4060589,3.0
4060717,7.0
4061016,3.0
4061277,7.0
4061381,7.0
4061887,11.0
4062095,11.0
4062561,7.0
4062609,3.0
4062735,3.0
4063111,11.0
4063365,11.0
4063435,7.0
4063914,3.0
4064149,7.0
4064613,7.0
4064744,12.0
4065030,3.0
4065302,7.0
4065456,3.0
4065855,11.0
4066082,7.0
4066352,11.0
4066580,3.0
4066715,5.0
4066769,3.0
4067051,3.0
4067204,3.0
4067326,3.0
4067906,7.0
4068414,7.0
4068735,3.0
4068827,7.0
4069113,7.0
4069282,11.0
4069382,7.0
4069564,11.0
4069964,7.0
4070466,7.0
4070681,3.0
4070800,7.0
4070890,7.0
4071132,3.0
4071365,7.0
4071443,7.0
4072011,3.0
4072048,11.0
4072251,3.0
4072545,11.0
4072703,3.0
4072856,7.0
4073395,3.0
4073478,3.0
4074000,2.0
4074109,7.0
4074307,7.0
4074630,11.0
4074764,7.0
4074938,11.0
4075449,7.0
4075515,3.0
4076062,7.0
4076169,7.0
4076378,4.0
4076685,7.0
4076818,7.0
4076959,3.0
4077503,7.0
4077577,7.0
4077804,3.0
4078127,7.0
4078254,8.0
4078460,11.0
4078871,7.0
4078983,3.0
4079594,11.0
4079630,7.0
4079825,3.0
4080133,7.0
4080151,3.0
4080318,7.0
4080512,4.0
4080924,7.0
4081238,2.0
4081625,3.0
4081689,7.0
4081886,7.0
4082194,7.0
4082338,3.0
4082574,7.0
4082812,3.0
4083034,5.0
4083289,7.0
4083647,3.0
4083909,3.0
4084216,3.0
4084422,11.0
4084639,7.0
4084865,7.0
4084998,2.0
4085057,3.0
4085347,7.0
4085538,3.0
4085701,7.0
4086174,3.0
4086238,3.0
4086704,7.0
4086924,7.0
4087057,7.0
4087369,3.0
4087563,3.0
4087756,7.0
4088229,7.0
4088324,11.0
4088760,7.0
4088947,3.0
4089117,7.0
4089509,9.0
4089627,7.0
4089833,11.0
4090068,3.0
4090253,3.0
4090347,3.0
4090814,7.0
4090952,3.0
4091169,7.0
4091566,7.0
4091705,11.0
4092089,3.0
4092307,7.0
4092405,7.0
4093225,7.0
4093646,11.0
4093763,7.0
4093884,6.0
4093945,11.0
4094090,2.0
4094371,4.0
4094464,7.0
4095101,7.0
4095248,3.0
4095708,7.0
4095848,11.0
4095903,3.0
4096159,4.0
4096399,3.0
4096548,11.0
4097123,3.0
4097328,7.0
4097552,7.0
4097765,7.0
4097933,11.0
4097986,11.0
4098236,7.0
4098620,7.0
4099206,11.0
4099390,7.0
4099845,11.0
4099955,3.0
4100045,7.0
4100309,7.0
4100515,3.0
4100530,11.0
4100701,11.0
4101288,11.0
4101910,7.0
4101983,3.0
4102196,6.0
4102333,3.0
4102571,7.0
4102620,11.0
4102763,7.0
4103485,7.0
4104038,7.0
4104217,3.0
4104266,11.0
4104626,7.0
4104705,11.0
4104833,7.0
4105031,11.0
4105417,7.0
4106092,7.0
4106297,11.0
4106478,11.0
4106648,3.0
4106765,7.0
4106917,11.0
4107440,3.0
4108023,11.0
4108150,7.0
4108348,7.0
4108545,4.0
4108708,7.0
4108831,7.0
4108971,7.0
4109504,7.0
4110090,7.0
4110222,4.0
4110411,7.0
4110631,11.0
4110768,7.0
4110920,11.0
4110994,3.0
4111560,7.0
4112115,3.0
4112170,11.0
4112281,7.0
4112438,3.0
4112689,7.0
4112837,7.0
4112942,3.0
4113286,3.0
4113644,11.0
4114064,3.0
4114339,7.0
4114458,3.0
4114716,3.0
4114892,7.0
4115105,11.0
4115458,3.0
4115611,7.0
4115868,7.0
4116089,3.0
4116278,11.0
4116686,9.0
4116957,7.0
4117164,7.0
4117479,3.0
4117894,3.0
4118147,7.0
4118321,7.0
4118337,7.0
4118595,11.0
4118715,3.0
4119049,11.0
4119453,3.0
4119532,7.0
4119869,7.0
4119949,7.0
4120137,2.0
4120379,7.0
4120649,7.0
4121102,7.0
4121259,3.0
4121509,7.0
4121619,11.0
4121805,7.0
4121892,3.0
4122005,7.0
4122447,7.0
4123127,3.0
4123286,3.0
4123567,7.0
4123698,11.0
4123869,7.0
4123956,7.0
4124037,3.0
4124252,3.0
4124504,7.0
4125345,7.0
4125623,7.0
4125691,2.0
4126044,11.0
4126275,3.0
4126561,7.0
4126852,11.0
4127135,7.0
4127403,7.0
4127679,7.0
4127744,7.0
4128102,7.0
4128354,11.0
4128590,3.0
4128866,3.0
4128911,7.0
4129161,3.0
4129432,3.0
4129771,11.0
4130161,7.0
4130436,11.0
4130611,3.0
4130890,3.0
4130973,7.0
4131249,11.0
4131491,7.0
4131736,3.0
4131827,7.0
4132098,3.0
4132192,3.0
4132910,3.0
4133334,11.0
4133429,11.0
4133557,7.0
4133801,7.0
4133890,7.0
4134061,4.0
4134122,3.0
4134244,7.0
4134679,3.0
4135390,7.0
4135484,7.0
4135830,3.0
4135952,7.0
4136117,7.0
4136198,11.0
4136303,7.0
4136506,3.0
4136619,3.0
4136760,11.0
4137855,3.0
4138012,7.0
4138275,11.0
4138360,7.0
4138563,7.0
4138610,2.0
4139124,5.0
4139762,5.0
4139934,11.0
4140090,11.0
4140254,3.0
4140416,7.0
4140585,3.0
4140724,11.0
4141342,6.0
4141816,4.0
4142023,11.0
4142113,3.0
4142289,3.0
4142509,11.0
4142639,7.0
4142788,7.0
4142934,3.0
4143420,11.0
4143724,2.0
4144078,7.0
4144142,3.0
4144351,7.0
4144568,7.0
4144809,3.0
4144952,3.0
4145480,7.0
4145783,7.0
4146131,7.0
4146224,11.0
4146403,7.0
4146595,3.0
4146897,8.0
4147013,7.0
4147536,7.0
4147842,7.0
4148192,7.0
4148257,3.0
4148464,7.0
4148663,7.0
4148918,3.0
4149095,11.0
4149383,3.0
4149594,7.0
4149866,3.0
4150252,7.0
4150521,7.0
4150729,7.0
4151007,11.0
4151156,7.0
4151405,3.0
4151662,4.0
4151853,3.0
4151892,3.0
4152348,8.0
4152548,3.0
4153012,3.0
4153032,3.0
4153210,7.0
4153495,11.0
4153725,7.0
4153873,3.0
4154404,7.0
4154603,7.0
4155076,7.0
4155091,7.0
4155233,3.0
4155555,7.0
4155721,3.0
4155805,11.0
4155897,3.0
4156351,3.0
4156463,7.0
4156890,2.0
4157012,3.0
4157069,2.0
4157160,7.0
4157578,3.0
4157785,7.0
4158281,3.0
4158376,3.0
4158521,7.0
4159069,7.0
4159153,11.0
4159655,11.0
4159878,11.0
4160336,4.0
4160432,7.0
4160541,3.0
4160842,9.0
4160996,3.0
4161131,7.0
4161232,11.0
4161657,3.0
4161723,4.0
4162052,1.0
4162399,7.0
4162488,7.0
4162865,3.0
4163253,3.0
4163718,7.0
4163778,4.0
4163985,3.0
4164074,3.0
4164131,8.0
4164436,3.0
4164577,11.0
4165370,5.0
4165746,3.0
4165836,7.0
4166041,7.0
4166141,7.0
4166185,7.0
4166495,7.0
4166637,7.0
4167429,7.0
4167806,7.0
4167894,7.0
4168170,3.0
4168273,11.0
4168550,7.0
4168715,11.0
4169023,11.0
4169508,11.0
4169834,3.0
4169952,7.0
4170111,2.0
4170272,5.0
4170340,4.0
4170605,7.0
4170776,7.0
4171458,3.0
4171567,7.0
4171898,7.0
4172033,11.0
4172165,7.0
4172336,7.0
4172638,3.0
4172855,11.0
4173514,7.0
4173624,7.0
4173924,3.0
4174090,7.0
4174184,3.0
4174397,7.0
4174716,11.0
4174877,3.0
4175081,7.0
4175306,3.0
4175567,7.0
4175680,7.0
4176152,7.0
4176427,3.0
4176783,7.0
4176930,7.0
4177138,7.0
4177367,7.0
4177591,3.0
4177756,11.0
4178018,2.0
4178238,11.0
4178480,7.0
4178856,7.0
4179172,3.0
4179447,11.0
4179613,3.0
4180069,7.0
4180269,3.0
4180559,11.0
4180768,11.0
4180943,11.0
4181192,3.0
4181506,7.0
4181670,7.0
4181920,7.0
4182140,7.0
4182325,7.0
4182624,7.0
4182787,3.0
4182964,3.0
4183215,3.0
4183443,3.0
4183565,7.0
4184197,7.0
4184332,3.0
4184646,3.0
4184840,4.0
4185015,7.0
4185043,11.0
4185470,3.0
4185622,7.0
4186160,3.0
4186228,3.0
4186397,7.0
4186725,11.0
4186862,3.0
4187069,7.0
4187523,7.0
4187702,11.0
4187980,3.0
4188221,7.0
4188288,7.0
4188415,3.0
4188783,7.0
4189130,7.0
4189544,3.0
4189765,7.0
4190038,7.0
4190352,4.0
4190480,7.0
4190859,11.0
4191157,3.0
4191211,11.0
4191602,7.0
4191822,7.0
4192099,7.0
4192360,7.0
4192406,7.0
4192536,7.0
4192753,7.0
4192940,11.0
4193185,3.0
4193876,7.0
4194031,2.0
4194392,3.0
4194566,3.0
4194813,7.0
4195081,11.0
4195274,8.0
4195490,6.0
4195715,7.0
4195975,5.0
4196096,7.0
4196479,11.0
4196835,3.0
4197147,7.0
4197327,7.0
4197578,11.0
4198004,3.0
4198158,7.0
4198500,3.0
4198809,7.0
4198896,7.0
4199212,7.0
4199348,3.0
4199638,7.0
4200026,3.0
4200333,3.0
4200523,3.0
4200866,7.0
4200890,2.0
4201153,8.0
4201426,11.0
4201697,7.0
4202008,3.0
4202102,11.0
4202401,7.0
4202581,7.0
4202815,3.0
4202898,3.0
4203155,1.0
4203222,7.0
4203483,7.0
4204046,3.0
4204340,3.0
4204458,7.0
4204639,7.0
4204838,3.0
4204973,11.0
4205211,7.0
4205556,7.0
4206068,3.0
4206405,7.0
4206536,11.0
4206694,7.0
4206901,7.0
4207029,7.0
4207271,7.0
4207611,7.0
4208172,5.0
4208425,3.0
4208556,3.0
4208728,3.0
4208767,7.0
4208989,11.0
4209087,7.0
4209331,7.0
4210225,7.0
4210445,3.0
4210579,3.0
4210752,3.0
4210826,7.0
4211051,7.0
4211112,3.0
4211415,11.0
4211705,3.0
4212248,3.0
4212505,7.0
4212810,7.0
4212894,7.0
4213075,3.0
4213177,7.0
4213471,7.0
4213629,3.0
4213774,7.0
4214014,3.0
4214311,7.0
4214886,11.0
4215132,7.0
4215236,7.0
4215572,11.0
4215651,3.0
4216037,3.0
4216400,11.0
4216752,11.0
4216971,11.0
4217193,7.0
4217303,7.0
4217596,3.0
4217724,7.0
4218125,11.0
4218937,7.0
4219030,7.0
4219276,11.0
4219358,7.0
4219495,6.0
4219701,8.0
4219784,7.0
4220208,11.0
4220480,3.0
4220967,3.0
4221118,11.0
4221328,7.0
4221559,7.0
4221722,3.0
4221840,7.0
4222291,11.0
4222507,3.0
4222680,3.0
4223021,7.0
4223175,7.0
4223360,3.0
4223805,11.0
4223893,7.0
4224739,7.0
4225080,7.0
4225201,3.0
4225281,11.0
4225412,4.0
4225600,7.0
4225824,3.0
4225951,7.0
4226764,3.0
4227131,7.0
4227226,3.0
4227362,11.0
4227473,7.0
4227652,7.0
4227916,11.0
4228030,11.0
4228817,7.0
4229185,7.0
4229306,11.0
4229420,7.0
4229527,7.0
4229710,7.0
4229990,11.0
4230092,7.0
4230646,3.0
4230880,7.0
4231244,7.0
4231329,3.0
4231475,7.0
4231767,7.0
4232050,7.0
4232157,7.0
4232445,3.0
4232725,11.0
4232957,11.0
4233271,3.0
4233535,7.0
4233788,3.0
4234105,7.0
4234215,7.0
4234506,7.0
4234655,3.0
4234750,3.0
4234881,2.0
4235016,7.0
4235342,7.0
4235837,2.0
4236125,3.0
4236305,11.0
4236567,7.0
4236708,7.0
4236940,7.0
4237104,11.0
4237223,2.0
4237398,7.0
4238390,11.0
4238648,11.0
4238736,3.0
4238819,11.0
4238996,7.0
4239251,3.0
4239474,11.0
4240444,7.0
4240802,7.0
4240906,11.0
4241101,8.0
4241142,11.0
4241553,11.0
4241701,6.0
4242291,7.0
4242344,7.0
4242519,11.0
4242961,7.0
4243158,7.0
4243612,7.0
4243782,11.0
4243903,7.0
4244083,3.0
4244371,3.0
4244580,7.0
4244731,3.0
4245279,11.0
4245863,11.0
4245961,7.0
4246139,7.0
4246256,7.0
4246429,7.0
4246798,7.0
4247432,6.0
4247544,3.0
4247668,7.0
4247941,11.0
4248015,7.0
4248221,11.0
4248289,3.0
4249454,3.0
4249572,3.0
4249691,3.0
4249776,11.0
4249959,3.0
4250125,5.0
4250240,3.0
4250343,7.0
4251480,3.0
4251637,7.0
4251727,3.0
4251841,7.0
4252031,7.0
4252118,2.0
4252274,3.0
4252369,3.0
4252849,3.0
4252962,3.0
4253563,11.0
4253695,4.0
4254087,7.0
4254200,7.0
4254328,7.0
4254429,7.0
4255492,1.0
4255619,7.0
4255755,7.0
4255848,5.0
4255972,5.0
4256147,7.0
4256228,3.0
4256359,3.0
4257364,3.0
4257517,3.0
4257679,7.0
4257852,5.0
4257909,7.0
4258059,11.0
4258206,7.0
4258422,7.0
4258670,7.0
4259029,3.0
4259774,11.0
4260143,11.0
4260288,11.0
4260425,6.0
4260487,7.0
4260939,7.0
4261090,7.0
4261638,7.0
4261706,9.0
4261861,11.0
4262222,11.0
4262319,3.0
4262480,7.0
4262996,7.0
4263148,7.0
4263661,3.0
4263760,7.0
4263938,11.0
4264303,11.0
4264516,3.0
4265048,7.0
4265239,11.0
4265445,11.0
4265635,3.0
4265719,7.0
4265826,7.0
4266021,11.0
4266331,3.0
4267109,7.0
4267469,3.0
4267694,7.0
4267773,7.0
4267881,7.0
4268045,3.0
4268228,11.0
4268432,11.0
4269131,3.0
4269547,7.0
4269756,7.0
4269888,5.0
4269937,7.0
4270144,11.0
4270284,7.0
4270294,7.0
4270451,3.0
4271417,3.0
4271602,7.0
4272025,11.0
4272197,7.0
4272339,7.0
4272485,3.0
4272741,11.0
4272900,5.0
4273447,3.0
4273687,11.0
4273858,3.0
4274099,11.0
4274278,11.0
4274363,3.0
4274560,11.0
4274964,7.0
4275504,7.0
4275787,5.0
4275922,7.0
4276157,7.0
4276338,7.0
4276416,7.0
4276641,11.0
4277037,7.0
4277582,11.0
4277759,3.0
4277870,11.0
4277981,7.0
4278263,5.0
4278497,11.0
4279102,7.0
4279320,11.0
4279662,11.0
4279930,7.0
4280045,7.0
4280321,7.0
4280448,3.0
4280562,4.0
4280749,8.0
4281171,7.0
4281744,11.0
4281992,7.0
4282072,3.0
4282386,7.0
4282506,7.0
4282622,7.0
4282809,7.0
4283230,7.0
4283763,3.0
4284152,11.0
4284446,7.0
4284562,7.0
4284647,3.0
4284867,7.0
4285034,9.0
4285253,3.0
4285825,7.0
4285987,3.0
4286173,3.0
4286410,7.0
4286518,7.0
4286620,7.0
4286732,11.0
4287096,7.0
4287292,3.0
4287886,7.0
4288044,7.0
4288475,7.0
4288574,4.0
4288640,3.0
4289121,3.0
4289352,7.0
4289766,12.0
4289951,7.0
4290064,3.0
4290252,3.0
4290532,7.0
4290619,3.0
4290724,11.0
4290925,7.0
4292037,4.0
4292130,7.0
4292242,2.0
4292392,9.0
4292584,7.0
4292680,7.0
4292785,7.0
4292977,7.0
4293360,3.0
4294060,3.0
4294184,7.0
4294472,11.0
4294651,7.0
4294701,3.0
4294810,3.0
4295035,7.0
4295419,7.0
4296122,7.0
4296255,7.0
4296552,11.0
4296672,3.0
4296755,7.0
4296865,7.0
4297095,7.0
4297473,7.0
4297876,3.0
4297982,3.0
4298187,7.0
4298342,11.0
4298577,3.0
4298748,11.0
4299115,3.0
4299275,2.0
4299526,7.0
4299930,7.0
4300053,4.0
4300404,7.0
4300634,7.0
4300825,11.0
4301171,7.0
4301352,11.0
4301552,3.0
4301759,3.0
4301918,2.0
4302118,7.0
4302422,3.0
4303250,11.0
4303379,3.0
4303633,11.0
4303782,3.0
4303880,6.0
4304060,9.0
4304178,7.0
4304480,7.0
4305304,7.0
4305439,7.0
4305692,7.0
4305843,7.0
4305939,4.0
4306079,3.0
4306213,3.0
4306564,11.0
4307370,7.0
4307493,7.0
4307719,3.0
4307915,7.0
4308001,7.0
4308101,3.0
4308272,7.0
4308621,7.0
4308840,3.0
4309392,3.0
4309560,7.0
4309748,3.0
4310026,3.0
4310183,11.0
4310346,11.0
4310519,3.0
4310904,7.0
4310953,9.0
4311615,7.0
4312116,11.0
4312250,7.0
4312371,3.0
4312579,7.0
4312735,11.0
4312962,7.0
4313021,4.0
4313677,7.0
4314170,7.0
4314308,7.0
4314449,11.0
4314812,11.0
4314988,3.0
4315078,7.0
4315616,9.0
4315746,7.0
4316235,7.0
4316363,7.0
4316504,7.0
4316869,7.0
4317046,7.0
4317165,11.0
4317681,7.0
4317804,7.0
4318295,7.0
4318421,7.0
4318563,7.0
4318926,7.0
4319128,11.0
4319266,5.0
4319681,3.0
4319771,11.0
4319862,7.0
4320043,3.0
4320354,7.0
4320480,7.0
4321188,7.0
4321333,7.0
4321602,3.0
4321717,3.0
4321948,11.0
4322065,3.0
4322417,7.0
4322856,7.0
4323248,7.0
4323416,11.0
4323784,7.0
4323971,3.0
4324086,3.0
4324473,7.0
4324605,5.0
4324876,3.0
4325308,7.0
4325471,7.0
4325589,3.0
4325723,3.0
4325808,3.0
4326024,7.0
4326144,7.0
4326931,7.0
4327144,3.0
4327266,3.0
4327337,3.0
4327495,3.0
4327645,7.0
4327800,11.0
4327892,11.0
4327986,1.0
4329223,11.0
4329286,3.0
4329392,7.0
4329516,3.0
4329700,7.0
4329854,7.0
4329915,3.0
4330042,7.0
4330509,3.0
4331286,7.0
4331308,3.0
4331570,7.0
4331719,3.0
4331908,7.0
4331970,7.0
4332096,7.0
4332567,7.0
4333306,3.0
4333392,11.0
4333629,7.0
4333783,7.0
4333969,7.0
4334031,7.0
4334151,7.0
4334588,3.0
4335365,7.0
4335525,9.0
4335814,7.0
4335842,7.0
4336030,7.0
4336097,7.0
4336212,7.0
4336648,7.0
4336958,3.0
4337388,3.0
4337562,3.0
4337871,7.0
4338092,7.0
4338151,7.0
4338277,7.0
4338727,11.0
4339272,3.0
4339449,7.0
4339585,3.0
4339939,7.0
4339954,11.0
4340120,3.0
4340368,11.0
4340574,3.0
4340803,11.0
4341071,3.0
4341326,7.0
4341646,7.0
4341992,7.0
4342140,3.0
4342426,7.0
4342632,7.0
4342857,7.0
4343130,7.0
4343296,7.0
4343402,11.0
4343721,11.0
4344071,11.0
4344510,11.0
4344701,7.0
4344936,11.0
4345186,7.0
4345352,7.0
4345457,7.0
4346122,7.0
4346569,7.0
4346759,7.0
4346815,7.0
4346989,7.0
4347373,3.0
4347513,7.0
4348173,7.0
4348239,6.0
4348627,7.0
4348782,3.0
4348876,7.0
4349070,11.0
4349360,3.0
4349435,7.0
4349604,11.0
4349962,2.0
4350230,7.0
4350655,3.0
4350837,7.0
4351128,7.0
4351487,7.0
4351778,3.0
4352017,7.0
4352290,7.0
4352346,11.0
4352893,7.0
4353181,7.0
4353540,7.0
4353630,11.0
4353834,7.0
4354073,7.0
4354343,7.0
4354405,7.0
4354952,7.0
4355235,7.0
4355600,7.0
4355705,11.0
4355886,7.0
4356126,7.0
4356401,7.0
4356473,7.0
4357006,7.0
4357291,7.0
4357592,3.0
4357621,3.0
4357764,7.0
4357944,7.0
4358182,7.0
4358458,7.0
4358779,7.0
4358890,3.0
4359062,7.0
4359319,3.0
4360010,7.0
4360251,7.0
4360440,3.0
4360477,3.0
4360681,7.0
4360910,3.0
4361116,7.0
4361339,2.0
4361756,11.0
4362063,7.0
4362234,3.0
4362499,7.0
4362530,7.0
4362736,7.0
4362876,3.0
4362936,3.0
4363398,7.0
4364087,3.0
4364290,7.0
4364552,7.0
4364611,11.0
4364796,7.0
4364900,3.0
4364991,7.0
4365418,3.0
4365731,3.0
4366112,3.0
4366165,11.0
4366346,7.0
4366614,7.0
4366786,2.0
4366959,7.0
4367444,3.0
4367912,3.0
4368221,7.0
4368402,7.0
4368638,3.0
4368727,11.0
4369019,7.0
4369155,9.0
4369499,7.0
4369937,3.0
4370278,7.0
4370393,2.0
4370721,11.0
4370862,12.0
4371072,7.0
4371212,7.0
4371547,7.0
4371553,7.0
4371958,3.0
4372340,7.0
4372710,7.0
4372803,7.0
4372925,7.0
4373080,3.0
4373151,11.0
4373237,3.0
4373606,7.0
4374389,7.0
4374401,7.0
4374769,7.0
4374861,7.0
4374984,7.0
4375212,7.0
4375625,3.0
4376068,11.0
4376445,7.0
4376460,7.0
4376964,5.0
4377047,7.0
4377274,7.0
4377608,7.0
4377686,7.0
4377752,11.0
4378165,5.0
4378501,7.0
4378993,3.0
4379073,3.0
4379665,7.0
4379715,3.0
4379810,7.0
4380225,7.0
4380358,7.0
4380562,7.0
4380966,7.0
4381049,7.0
4381142,7.0
4381480,3.0
4381727,7.0
4381781,7.0
4382279,7.0
4382640,11.0
4383123,11.0
4383202,7.0
4383405,3.0
4383785,7.0
4383836,7.0
4384011,9.0
4384461,11.0
4384661,3.0
4385181,7.0
4385267,7.0
4385465,7.0
4385916,11.0
4386109,8.0
4386383,3.0
4386521,7.0
4386725,7.0
4386788,5.0
4387245,7.0
4387673,7.0
4387938,3.0
4388137,3.0
4388410,3.0
4388451,11.0
4388842,7.0
4389311,7.0
4389607,7.0
4389702,3.0
4389785,6.0
4389994,7.0
4390020,11.0
4390230,11.0
4390465,7.0
4391140,3.0
4391366,7.0
4391669,7.0
4391757,7.0
4391838,7.0
4392286,7.0
4392489,3.0
4392988,11.0
4393222,11.0
4393421,7.0
4393606,3.0
4393731,7.0
4393813,7.0
4393921,11.0
4394362,11.0
4394476,1.0
4395048,7.0
4395279,7.0
4395662,7.0
4395832,3.0
4396002,11.0
4396417,7.0
4396718,11.0
4396949,3.0
4397128,11.0
4397312,3.0
4397592,7.0
4397716,7.0
4398070,7.0
4398471,7.0
4398808,11.0
4399015,7.0
4399124,1.0
4399184,7.0
4399367,7.0
4399651,7.0
4399771,7.0
4399926,3.0
4400309,3.0
4400536,7.0
4401076,7.0
4401153,3.0
4401425,7.0
4401713,7.0
4401829,7.0
4401955,3.0
4402334,3.0
4402590,7.0
4403103,3.0
4403212,7.0
4403446,3.0
4403776,7.0
4403919,11.0
4404015,7.0
4404387,7.0
4404566,3.0
4404611,3.0
4405157,7.0
4405273,7.0
4405732,3.0
4405836,7.0
4405940,3.0
4406095,11.0
4406453,7.0
4407213,7.0
4407325,7.0
4407604,9.0
4407916,4.0
4407962,3.0
4408164,7.0
4408713,11.0
4409289,7.0
4409381,7.0
4409576,11.0
4409680,11.0
4409828,3.0
4409972,7.0
4410019,7.0
4410163,2.0
4410506,3.0
4411347,7.0
4411659,11.0
4411740,7.0
4411856,3.0
4411994,3.0
4412077,7.0
4412226,7.0
4412563,7.0
4413347,3.0
4413401,7.0
4413713,7.0
4413800,7.0
4413880,3.0
4414051,7.0
4414142,7.0
4414583,3.0
4415411,7.0
4415422,3.0
4415795,11.0
4415818,3.0
4416001,5.0
4416078,3.0
4416206,7.0
4416639,7.0
4417332,3.0
4417854,7.0
4417875,7.0
4418065,7.0
4418167,11.0
4418395,11.0
4418541,11.0
4418717,11.0
4419402,7.0
4419666,3.0
4419881,3.0
4419937,7.0
4420127,7.0
4420251,11.0
4420452,7.0
4421465,7.0
4421692,3.0
4421810,7.0
4421903,3.0
4421992,7.0
4422190,7.0
4422507,7.0
4423150,7.0
4423376,11.0
4423716,3.0
4423834,3.0
4423983,11.0
4424224,3.0
4424448,11.0
4424604,11.0
4424951,3.0
4425170,3.0
4425470,8.0
4425598,7.0
4425730,3.0
4425739,3.0
4426037,7.0
4426281,7.0
4426973,3.0
4427223,7.0
4427652,7.0
4427786,7.0
4427796,7.0
4428096,7.0
4428346,7.0
4428453,11.0
4428962,2.0
4429282,7.0
4429677,3.0
4429842,7.0
4429863,4.0
4430150,7.0
4430399,7.0
4430511,7.0
4431013,7.0
4431042,11.0
4431244,2.0
4431759,11.0
4431898,7.0
4432367,7.0
4432457,7.0
4432588,7.0
4433009,2.0
4433099,7.0
4433304,7.0
4433705,3.0
4433854,11.0
4433935,3.0
4434433,7.0
4434612,6.0
4435036,3.0
4435164,7.0
4435761,7.0
4435907,7.0
4435954,3.0
4436310,11.0
4436453,3.0
4436670,7.0
4437221,7.0
4437463,7.0
4437784,3.0
4437930,3.0
4438013,7.0
4438123,7.0
4438372,7.0
4438735,7.0
4439276,7.0
4439520,7.0
4439540,7.0
4439877,11.0
4439986,7.0
4440071,7.0
4440813,11.0
4441350,7.0
4441574,7.0
4441600,7.0
4441953,11.0
4442040,7.0
4442160,11.0
4442330,9.0
4442872,7.0
4443405,7.0
4443633,7.0
4443665,7.0
4443977,3.0
4444096,7.0
4444215,7.0
